CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate
SIGMA RHO LIMITED,07654768,,,17 OLD LONDON ROAD,BENSON,WALLINGFORD,OXFORDSHIRE,,OX10 6RR,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,01/06/2011,30,6,31/03/2021,30/06/2019,TOTAL EXEMPTION FULL,29/06/2017,01/06/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/07654768,,,,,,,,,,,,,,,,,,,,,15/06/2020,01/06/2019
META EAGLE LIMITED,10903286,,,"WEWORK,",55 COLMORE ROW,BIRMINGHAM,,ENGLAND,B3 2AA,Private Limited Company,Active,United Kingdom,NA,07/08/2017,31,8,31/05/2021,31/08/2019,TOTAL EXEMPTION FULL,04/09/2018,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/10903286,,,,,,,,,,,,,,,,,,,,,20/08/2020,06/08/2019
PANTHER SHOP INVESTMENTS (MIDLANDS) LIMITED,01162493,,,UNICORN HOUSE,STATION CLOSE,POTTERS BAR,,ENGLAND,EN6 1TL,Private Limited Company,Active,United Kingdom,NA,11/03/1974,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,16/07/2017,18/06/2016,10,3,0,7,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/01162493,,,,,,,,,,,,,,,,,,,,,02/07/2020,18/06/2019
HULF HAMILTON LIMITED,06485133,,,EGALE 1,80 ST ALBANS ROAD,WATFORD,HERTS,ENGLAND,WD17 1DL,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,28/01/2008,31,3,31/12/2018,31/03/2017,DORMANT,25/02/2017,28/01/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/06485133,,,,,,,,,,,,,,,,,,,,,11/02/2019,28/01/2018
STENIG LLP,OC319610,,,64 NEW CAVENDISH STREET,,LONDON,,,W1G 8TB,Limited Liability Partnership,Active,United Kingdom,NA,09/05/2006,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,06/06/2017,09/05/2016,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC319610,,,,,,,,,,,,,,,,,,,,,23/05/2020,09/05/2019
WHITLEY BAY OPERATIC SOCIETY LTD,07523179,,,34 HASCOMBE CLOSE,,WHITLEY BAY,TYNE AND WEAR,,NE25 9XQ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,09/02/2011,31,7,30/07/2020,31/07/2018,TOTAL EXEMPTION FULL,09/03/2017,09/02/2016,0,0,0,0,90010 - Performing arts,,,,0,0,http://business.data.gov.uk/id/company/07523179,,,,,,,,,,,,,,,,,,,,,23/02/2021,09/02/2020
CRISISCAST LTD,08533880,,,20-22 WENLOCK ROAD,,LONDON,,,N1 7GU,Private Limited Company,Active,United Kingdom,NA,17/05/2013,31,5,28/02/2021,31/05/2019,,14/06/2017,17/05/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,"78101 - Motion picture, television and other theatrical casting activities",78300 - Human resources provision and management of human resources functions,,0,0,http://business.data.gov.uk/id/company/08533880,,,,,,,,,,,,,,,,,,,,,31/05/2020,17/05/2019
WELLINGTON PLACE CHELTENHAM LIMITED,05568056,,,WALMER HOUSE,32 BATH STREET,CHELTENHAM,GLOUCESTERSHIRE,,GL50 1YA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,20/09/2005,30,9,30/06/2021,30/09/2019,DORMANT,18/10/2016,20/09/2015,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05568056,,,,,,,,,,,,,,,,,,,,,04/10/2020,20/09/2019
DAK ELECTRICS LTD,09745174,,,4 DAMSEL PATH,,BASINGSTOKE,,ENGLAND,RG21 4NX,Private Limited Company,Active,United Kingdom,NA,24/08/2015,31,8,31/05/2020,31/08/2018,DORMANT,21/09/2016,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/09745174,,,,,,,,,,,,,,,,,,,,,23/09/2020,09/09/2019
JG SUPPLEMENTS LTD,08391394,UNIT D5,,"UNIT D5 PEAR MILL INDUSTRIAL ESTATE, STOCKPORT ROAD WEST",BREDBURY,STOCKPORT,,ENGLAND,SK6 2BP,Private Limited Company,Active,United Kingdom,NA,06/02/2013,27,2,27/11/2020,28/02/2019,TOTAL EXEMPTION FULL,06/03/2017,06/02/2016,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/08391394,,,,,,,,,,,,,,,,,,,,,20/02/2021,06/02/2020
RBS PROJECTS LTD,07389372,,,"UNIT 1, REGENCY HOUSE","STATION YARD, BAWTRY",DONCASTER,,,DN10 6QD,Private Limited Company,Active,United Kingdom,NA,28/09/2010,30,9,30/06/2021,30/09/2019,,26/10/2016,28/09/2015,2,2,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/07389372,22/06/2012,RBS CONSTRUCTION (DONCASTER) LIMITED,10/08/2011,RBS CONTRACTS LIMITED,,,,,,,,,,,,,,,,,12/10/2020,28/09/2019
THE HEMP CIRCLE LTD,12400443,,,61 GARLAND ROAD,,MANCHESTER,,ENGLAND,M22 5EJ,Private Limited Company,Active,United Kingdom,NA,13/01/2020,31,1,13/10/2021,,NO ACCOUNTS FILED,10/02/2021,,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/12400443,,,,,,,,,,,,,,,,,,,,,26/01/2021,
THE PAULSGROVE AND WYMERING TRUST,CE003219,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,NA,07/11/2014,NA,NA,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE003219,,,,,,,,,,,,,,,,,,,,,,
KINCRAIG POINT LIMITED,SC411393,,,30 MURRAYFIELD ROAD,,EDINBURGH,,SCOTLAND,EH12 6ER,Private Limited Company,Active,United Kingdom,NA,16/11/2011,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,14/12/2016,16/11/2015,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC411393,,,,,,,,,,,,,,,,,,,,,30/11/2020,16/11/2019
CLEARWATER ACCOUNTANCY LIMITED,07051309,,,10 WORSLEY PLACE,THEALE,READING,BERKS,,RG7 5QP,Private Limited Company,Active,United Kingdom,NA,21/10/2009,31,10,31/07/2020,31/10/2018,UNAUDITED ABRIDGED,18/11/2016,21/10/2015,0,0,0,0,69201 - Accounting and auditing activities,69203 - Tax consultancy,,,0,0,http://business.data.gov.uk/id/company/07051309,,,,,,,,,,,,,,,,,,,,,04/11/2020,21/10/2019
ATANER LIMITED,10834395,,,LETRASET BUILDING KINGSNORTH INDUSTRIAL ESTATE,WOTTON ROAD,ASHFORD,,ENGLAND,TN23 6LN,Private Limited Company,Active,United Kingdom,NA,23/06/2017,30,6,31/03/2021,30/06/2019,,21/07/2018,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/10834395,,,,,,,,,,,,,,,,,,,,,04/07/2020,20/06/2019
JP SALES & MARKETING LTD,11471701,,,38 ROWAN ROAD,,TADLEY,,UNITED KINGDOM,RG26 3RH,Private Limited Company,Active,United Kingdom,NA,18/07/2018,31,7,30/04/2021,31/07/2019,DORMANT,15/08/2019,,0,0,0,0,47890 - Retail sale via stalls and markets of other goods,,,,0,0,http://business.data.gov.uk/id/company/11471701,,,,,,,,,,,,,,,,,,,,,31/07/2020,17/07/2019
MONUMENT GARAGE LTD,08350512,,,MONUMENT WORKS,BIGBY ROAD,BRIGG,SOUTH HUMBERSIDE,,DN20 8HH,Private Limited Company,Active,United Kingdom,NA,08/01/2013,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,05/02/2017,08/01/2016,1,1,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/08350512,,,,,,,,,,,,,,,,,,,,,22/01/2021,08/01/2020
P10 LTD,12531883,,,71-75 SHELTON STREET,,LONDON,GREATER LONDON,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,24/03/2020,31,3,24/12/2021,,NO ACCOUNTS FILED,21/04/2021,,0,0,0,0,93290 - Other amusement and recreation activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12531883,,,,,,,,,,,,,,,,,,,,,06/04/2021,
RARE DANKNESS LTD,08230028,,,1 DOUGHTY STREET,,LONDON,,,WC1N 2PH,Private Limited Company,Active,United Kingdom,NA,26/09/2012,30,9,30/06/2020,30/09/2018,DORMANT,24/10/2016,26/09/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/08230028,,,,,,,,,,,,,,,,,,,,,09/10/2020,25/09/2019
SEBASTIAN & SON LIMITED,06076067,,,"SUNRISE BUSINESS PARK, ELY ROAD",WATERBEACH,CAMBRIDGE,,,CB5 9QZ,Private Limited Company,Active,United Kingdom,NA,31/01/2007,31,1,31/10/2020,31/01/2019,TOTAL EXEMPTION FULL,28/02/2017,31/01/2016,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/06076067,,,,,,,,,,,,,,,,,,,,,14/02/2021,31/01/2020
MICHAEL STEWART PRESSURE WASHERS LTD,NI041395,,,LISSUE EAST INDUSTRIAL ESTATE,14 LISSUE WALK,LISBURN,,NORTHERN IRELAND,BT28 2LU,Private Limited Company,Active,United Kingdom,NA,22/08/2001,31,8,31/05/2020,31/08/2018,TOTAL EXEMPTION FULL,19/09/2016,22/08/2015,1,0,0,1,81222 - Specialised cleaning services,,,,0,0,http://business.data.gov.uk/id/company/NI041395,,,,,,,,,,,,,,,,,,,,,05/09/2020,22/08/2019
THE LEGAL SIDE LIMITED,05215536,,,ALLEN HOUSE,1 WESTMEAD ROAD,SUTTON,SURREY,,SM1 4LA,Private Limited Company,Active,United Kingdom,NA,26/08/2004,30,6,31/03/2021,30/06/2019,,23/09/2016,26/08/2015,0,0,0,0,69102 - Solicitors,,,,0,0,http://business.data.gov.uk/id/company/05215536,,,,,,,,,,,,,,,,,,,,,09/09/2020,26/08/2019
JODIE AMELIA HAIRDRESSING LIMITED,11664735,,,19 MARSH CLOSE,PURTON,SWINDON,,UNITED KINGDOM,SN5 4GJ,Private Limited Company,Active,United Kingdom,NA,07/11/2018,30,11,31/08/2021,30/11/2019,,05/12/2019,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/11664735,,,,,,,,,,,,,,,,,,,,,20/11/2020,06/11/2019
HERSCHEL MANAGEMENT LIMITED,07456072,,,THE OLD BARREL STORE,DRAYMAN'S LANE,MARLOW,BUCKS,,SL7 2FF,Private Limited Company,Active,United Kingdom,NA,01/12/2010,31,12,30/09/2020,31/12/2018,,29/12/2016,01/12/2015,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/07456072,,,,,,,,,,,,,,,,,,,,,15/12/2020,01/12/2019
CONSULT 365 LIMITED,07554194,,,3RD FLOOR,21 YORK PLACE,LEEDS,WEST YORKSHIRE,UNITED KINGDOM,LS1 2EX,Private Limited Company,Active,United Kingdom,NA,07/03/2011,31,3,31/12/2020,31/03/2019,DORMANT,04/04/2017,07/03/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/07554194,,,,,,,,,,,,,,,,,,,,,21/03/2021,07/03/2020
MB3 LTD,12408192,,,16 WOODLANDS,,GERRARDS CROSS,,ENGLAND,SL9 8DD,Private Limited Company,Active,United Kingdom,NA,16/01/2020,31,1,16/10/2021,,NO ACCOUNTS FILED,13/02/2021,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,98000 - Residents property management,,0,0,http://business.data.gov.uk/id/company/12408192,,,,,,,,,,,,,,,,,,,,,29/01/2021,
KSL E-FIT LIMITED,SC549559,,,83 WEST REGENT STREET,,GLASGOW,,SCOTLAND,G2 2AW,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,07/11/2016,30,11,07/08/2018,,NO ACCOUNTS FILED,05/12/2017,,0,0,0,0,93130 - Fitness facilities,,,,0,0,http://business.data.gov.uk/id/company/SC549559,,,,,,,,,,,,,,,,,,,,,20/11/2018,06/11/2017
ENRICH INTERNATIONAL LIMITED,10583646,,,CAWLEY HOUSE,148-155 CANAL STREET,NOTTINGHAM,NOTTINGHAMSHIRE,,NG1 7HR,Private Limited Company,Active,United Kingdom,NA,25/01/2017,31,3,31/12/2020,31/03/2019,,22/02/2018,,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/10583646,,,,,,,,,,,,,,,,,,,,,07/05/2020,23/04/2019
HEYDAY PRODUCTIONS LIMITED,SC587891,,,C/O TURCAN CONNELL PRINCES EXCHANGE,1 EARL GREY STREET,EDINBURGH,SCOTLAND,SCOTLAND,EH3 9EE,Private Limited Company,Active,United Kingdom,NA,06/02/2018,28,2,30/11/2020,28/02/2019,TOTAL EXEMPTION FULL,06/03/2019,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC587891,,,,,,,,,,,,,,,,,,,,,19/02/2021,05/02/2020
M F CAFFERKY LTD,10408451,,,29 ENFIELD CLOSE,HILTON,DERBY,DERBYSHIRE,UNITED KINGDOM,DE65 5HT,Private Limited Company,Active,United Kingdom,NA,04/10/2016,31,10,31/07/2020,31/10/2018,,01/11/2017,,0,0,0,0,74902 - Quantity surveying activities,"74909 - Other professional, scientific and technical activities n.e.c.",,,0,0,http://business.data.gov.uk/id/company/10408451,,,,,,,,,,,,,,,,,,,,,28/10/2020,14/10/2019
LOCKETTS OATCAKES DIRECT LTD,11367678,,,231 SCOTIA ROAD,,STOKE-ON-TRENT,,UNITED KINGDOM,ST6 4HG,Private Limited Company,Active,United Kingdom,NA,17/05/2018,31,5,17/02/2020,,NO ACCOUNTS FILED,14/06/2019,,0,0,0,0,"46380 - Wholesale of other food, including fish, crustaceans and molluscs",,,,0,0,http://business.data.gov.uk/id/company/11367678,,,,,,,,,,,,,,,,,,,,,30/05/2020,16/05/2019
BROWNS INSTALLATIONS LTD,08388891,,,THE BRISTOL OFFICE 2ND FLOOR,5 HIGH STREET WESTBURY ON TRYM,BRISTOL,,,BS9 3BY,Private Limited Company,Active,United Kingdom,NA,05/02/2013,28,2,30/11/2021,28/02/2020,DORMANT,05/03/2017,05/02/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/08388891,,,,,,,,,,,,,,,,,,,,,19/02/2021,05/02/2020
CGI COMPUTERS LTD,08443008,,,27 ALLAN ROBERTS CLOSE,,MANCHESTER,,,M9 8AL,Private Limited Company,Active,United Kingdom,NA,13/03/2013,31,3,31/12/2020,31/03/2019,,03/09/2016,06/08/2015,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/08443008,,,,,,,,,,,,,,,,,,,,,20/08/2020,06/08/2019
SWORD GLOBAL LIMITED,02978363,,,1000 GREAT WEST ROAD,BRENTFORD,MIDDLESEX,,,TW8 9DW,Private Limited Company,Active,United Kingdom,NA,12/10/1994,31,12,30/09/2020,31/12/2018,DORMANT,09/11/2016,12/10/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/02978363,22/06/2004,GLOBAL SOFTWARE SERVICES LIMITED,,,,,,,,,,,,,,,,,,,26/10/2020,12/10/2019
BEWNAM LIMITED,10441683,,,7 MELLING WAY,KIRKBY,LIVERPOOL,,UNITED KINGDOM,L32 1TN,Private Limited Company,Active,United Kingdom,NA,24/10/2016,31,10,31/07/2020,31/10/2018,TOTAL EXEMPTION FULL,21/11/2017,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10441683,,,,,,,,,,,,,,,,,,,,,06/11/2020,23/10/2019
VILLAGE RISE NEWSAGENTS LIMITED,04903454,,,17 SURREY STREET,LOWESTOFT,SUFFOLK,,,NR32 1LW,Private Limited Company,Active,United Kingdom,NA,18/09/2003,30,9,30/06/2020,30/09/2018,TOTAL EXEMPTION FULL,16/10/2016,18/09/2015,0,0,0,0,47620 - Retail sale of newspapers and stationery in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/04903454,,,,,,,,,,,,,,,,,,,,,02/10/2020,18/09/2019
LLF CZECH LIMITED,SC468747,,,272 BATH STREET,,GLASGOW,,,G2 4JR,Private Limited Company,Active,United Kingdom,NA,31/01/2014,31,1,31/10/2020,29/01/2019,DORMANT,20/05/2017,22/04/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/SC468747,,,,,,,,,,,,,,,,,,,,,24/03/2021,10/03/2020
C.F.S. FREIGHT FORWARDING LIMITED,02624899,,,SUITE 310 THE COTTON EXCHANGE,OLD HALL STREET,LIVERPOOL,MERSEYSIDE,,L3 9LQ,Private Limited Company,Active,United Kingdom,NA,28/06/1991,1,2,01/11/2020,31/01/2019,TOTAL EXEMPTION FULL,26/07/2017,28/06/2016,1,1,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id/company/02624899,,,,,,,,,,,,,,,,,,,,,12/07/2020,28/06/2019
RAKE ADDICTS.COM LIMITED,06980052,L J ROSE ACCOUNTING LTD,,9 PARK LANE BUSINESS CENTRE PARK LANE,LANGHAM,COLCHESTER,ESSEX,ENGLAND,CO4 5WR,Private Limited Company,Active,United Kingdom,NA,04/08/2009,31,3,31/12/2020,31/03/2019,,01/09/2016,04/08/2015,0,0,0,0,93199 - Other sports activities,,,,0,0,http://business.data.gov.uk/id/company/06980052,,,,,,,,,,,,,,,,,,,,,04/08/2020,21/07/2019
STAGE PRODUCTION SERVICES LIMITED,08423082,,,4 BROADOAKS,,UPTON,WIRRAL,,CH49 4QF,Private Limited Company,Active,United Kingdom,NA,27/02/2013,31,5,28/02/2021,31/05/2019,,27/03/2017,27/02/2016,0,0,0,0,77291 - Renting and leasing of media entertainment equipment,,,,0,0,http://business.data.gov.uk/id/company/08423082,,,,,,,,,,,,,,,,,,,,,13/03/2021,27/02/2020
WHITBREAD RESTAURANTS LIMITED,06190450,,,WHITBREAD COURT HOUGHTON HALL,BUSINESS PARK PORZ AVENUE,DUNSTABLE,BEDFORDSHIRE,,LU5 5XE,Private Limited Company,Active,United Kingdom,NA,28/03/2007,1,3,01/12/2020,28/02/2019,DORMANT,30/04/2017,02/04/2016,4,1,0,3,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/06190450,06/07/2007,BREWERS FAYRE LIMITED,25/06/2007,WHITBREAD PUB RESTAURANTS LIMITED,,,,,,,,,,,,,,,,,16/04/2021,02/04/2020
OAKLANDS (OVERDALE DRIVE) MANAGEMENT COMPANY LIMITED,05022801,,,1 HANDLEY GARDENS,,BOLTON,,,BL1 5GR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,22/01/2004,31,3,31/12/2020,31/03/2019,DORMANT,19/02/2017,22/01/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05022801,,,,,,,,,,,,,,,,,,,,,05/02/2021,22/01/2020
INFOCUS SECURITY LTD,11942142,,,10 ST. ANDREWS WAY,FRIMLEY,CAMBERLEY,,ENGLAND,GU16 9BD,Private Limited Company,Active,United Kingdom,NA,12/04/2019,30,4,12/01/2021,,NO ACCOUNTS FILED,10/05/2020,,0,0,0,0,80200 - Security systems service activities,,,,0,0,http://business.data.gov.uk/id/company/11942142,,,,,,,,,,,,,,,,,,,,,25/04/2020,
WORLINGHAM PROPERTY INVESTMENTS LIMITED,05798263,,,19A HILLSIDE AVENUE,WORLINGHAM,BECCLES,ENGLAND,,NR34 7AJ,Private Limited Company,Active,United Kingdom,NA,27/04/2006,28,2,30/11/2020,28/02/2019,TOTAL EXEMPTION FULL,25/05/2017,27/04/2016,1,0,0,1,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/05798263,09/06/2006,FRIARS 522 LIMITED,,,,,,,,,,,,,,,,,,,11/05/2020,27/04/2019
MYIC SERVICES LTD,11709856,,,MULBERRY HOUSE,BUNTSFORD PARK ROAD,BROMSGROVE,,UNITED KINGDOM,B60 3DX,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,04/12/2018,31,12,04/09/2020,,NO ACCOUNTS FILED,01/01/2020,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11709856,,,,,,,,,,,,,,,,,,,,,17/12/2019,
MARKEE LIMITED,09309848,,,18 HESKETH ROAD,,SOUTHPORT,MERSEYAIDE,,PR9 9PD,Private Limited Company,Active,United Kingdom,NA,13/11/2014,30,11,31/08/2020,30/11/2018,,11/12/2016,13/11/2015,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09309848,,,,,,,,,,,,,,,,,,,,,27/11/2020,13/11/2019
ISLAY RENEWABLE ENERGIES LTD,SC321405,,,CUSTOM HOUSE,MAIN STREET,BOWMORE,ARGYLL AND BUTE,,PA43 7JJ,Private Limited Company,Active,United Kingdom,NA,18/04/2007,30,4,31/01/2021,30/04/2019,DORMANT,16/05/2017,18/04/2016,0,0,0,0,35130 - Distribution of electricity,,,,0,0,http://business.data.gov.uk/id/company/SC321405,,,,,,,,,,,,,,,,,,,,,29/01/2021,15/01/2020
KNOW H CONSULTANCY LTD,10008276,,,86-90 PAUL STREET,,LONDON,,ENGLAND,EC2A 4NE,Private Limited Company,Active,United Kingdom,NA,16/02/2016,31,1,31/10/2021,31/01/2020,TOTAL EXEMPTION FULL,16/03/2017,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/10008276,,,,,,,,,,,,,,,,,,,,,01/03/2021,15/02/2020
MS.GY LIMITED,06440168,,,"1 ST NICHOLAS COURT, BRADWELL",GREAT YARMOUTH,NORFOLK,,,NR31 8SH,Private Limited Company,Active,United Kingdom,NA,29/11/2007,30,11,31/08/2020,30/11/2018,TOTAL EXEMPTION FULL,27/12/2016,29/11/2015,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/06440168,,,,,,,,,,,,,,,,,,,,,13/12/2020,29/11/2019
FORWARD THINKING SOLUTIONS LIMITED,03592792,,,CAUSEWAY HOUSE,THE CAUSEWAY,TEDDINGTON,,,TW11 0JR,Private Limited Company,Active,United Kingdom,NA,06/07/1998,30,9,30/06/2021,30/09/2019,TOTAL EXEMPTION FULL,03/08/2016,06/07/2015,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/03592792,,,,,,,,,,,,,,,,,,,,,20/07/2020,06/07/2019
N1 ZAWV LIMITED,11861432,,,UNIT D2 BROOK STREET BUSINESS CENTRE,BROOK STREET,TIPTON,,ENGLAND,DY4 9DD,Private Limited Company,Active,United Kingdom,NA,05/03/2019,31,3,05/12/2020,,NO ACCOUNTS FILED,02/04/2020,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11861432,,,,,,,,,,,,,,,,,,,,,18/03/2020,
MANGO DIRECT MARKETING LTD,NI070069,,,1 BALLOO COURT,BALLOO DRIVE,BANGOR,CO. DOWN,,BT19 7AT,Private Limited Company,Active,United Kingdom,NA,04/08/2008,31,12,30/09/2020,31/12/2018,UNAUDITED ABRIDGED,01/09/2016,04/08/2015,4,1,0,3,82200 - Activities of call centres,,,,0,0,http://business.data.gov.uk/id/company/NI070069,,,,,,,,,,,,,,,,,,,,,18/08/2020,04/08/2019
"FORWARD GLOBAL CO., LTD",11646189,,,CHASE BUSINESS CENTRE,39-41 CHASE SIDE,LONDON,,UNITED KINGDOM,N14 5BP,Private Limited Company,Active,United Kingdom,NA,29/10/2018,31,10,31/07/2021,31/10/2019,DORMANT,26/11/2019,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/11646189,,,,,,,,,,,,,,,,,,,,,02/10/2020,18/09/2019
BROADCASTING SERVICES LIMITED,12190854,,,15 DOVER CLOSE,,LONDON,,ENGLAND,NW2 1AQ,Private Limited Company,Active,United Kingdom,NA,05/09/2019,30,9,05/06/2021,,NO ACCOUNTS FILED,03/10/2020,,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id/company/12190854,,,,,,,,,,,,,,,,,,,,,18/09/2020,
OLGA FINANCIAL CONSULTING LTD,08833056,,,30 UPPER HIGH STREET,,THAME,OXFORDSHIRE,,OX9 3EZ,Private Limited Company,Active,United Kingdom,NA,06/01/2014,31,12,30/09/2021,31/12/2019,TOTAL EXEMPTION FULL,03/02/2017,06/01/2016,0,0,0,0,70221 - Financial management,,,,0,0,http://business.data.gov.uk/id/company/08833056,,,,,,,,,,,,,,,,,,,,,20/01/2021,06/01/2020
BALTI 2000 (RUBERY) LTD,12497723,,,2000 BRISTOL ROAD SOUTH,REDNAL,BIRMINGHAM,,ENGLAND,B45 9XS,Private Limited Company,Active,United Kingdom,NA,04/03/2020,31,3,04/12/2021,,NO ACCOUNTS FILED,01/04/2021,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/12497723,,,,,,,,,,,,,,,,,,,,,17/03/2021,
SPRINKLER INSTALLATIONS (UK) LIMITED,SC240647,,,HIGH VIEW,28 KEPPEL ROAD,NORTH BERWICK,EAST LOTHIAN,,EH39 4QG,Private Limited Company,Active,United Kingdom,NA,05/12/2002,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,02/01/2017,05/12/2015,1,1,0,0,42210 - Construction of utility projects for fluids,,,,0,0,http://business.data.gov.uk/id/company/SC240647,,,,,,,,,,,,,,,,,,,,,19/12/2020,05/12/2019
